method,eps,cumsum_opers,log_errs
aesplocgd,1e-8,27,-2.2689623953499307
aesplocgd,1e-8,28,-2.2689623953499307
aesplocgd,1e-8,116,-2.7096934590084203
aesplocgd,1e-8,117,-3.033930781326967
aesplocgd,1e-8,120,-3.2464902169813596
aesplocgd,1e-8,127,-3.3725295304541096
aesplocgd,1e-8,223,-3.7530128472318407
aesplocgd,1e-8,308,-4.016322037504919
aesplocgd,1e-8,374,-4.179564160270513
aesplocgd,1e-8,637,-4.51516535491535
aesplocgd,1e-8,863,-4.7375473663863925
aesplocgd,1e-8,1220,-4.8705351568284305
aesplocgd,1e-8,1708,-5.173544638098297
aesplocgd,1e-8,2152,-5.5683602599248125
aesplocgd,1e-8,2977,-5.845505063643148
aesplocgd,1e-8,3668,-6.019476026934026
aesplocgd,1e-8,4961,-6.146178585904681
aesplocgd,1e-8,6887,-6.146178585904681
aesplocgd,1e-8,9555,-6.171478370193973
aesplocgd,1e-8,13242,-6.171478370193973
aesplocgd,1e-8,18090,-6.171478370193973
aesplocgd,1e-8,25374,-6.2407011649365876
aesplocgd,1e-8,37054,-6.526909554454501
aesplocgd,1e-8,49351,-6.637998267637314
aesplocgd,1e-8,66776,-6.637998267637314
aesplocgd,1e-8,90759,-6.637998267637314
aesplocgd,1e-8,124819,-6.637998267637314
aesplocgd,1e-8,166108,-6.637998267637314
aesplocgd,1e-8,218223,-6.637998267637314
aesplocgd,1e-8,292440,-6.9300308937738775
aesplocgd,1e-8,374874,-6.994307901448971
aesplocgd,1e-8,479089,-6.994307901448971
aesplocgd,1e-8,611193,-6.994307901448971
aesplocgd,1e-8,770074,-6.994307901448971
aesplocgd,1e-8,960420,-6.994307901448971
aesplocgd,1e-8,1223305,-7.223740460784448
aesplocgd,1e-8,1544629,-7.361788341226789
aesplocgd,1e-8,1912131,-7.438685863650578
aesplocgd,1e-8,2409746,-7.623977988881554
aesplocgd,1e-8,3041668,-7.731323797227783
aesplocgd,1e-8,3861811,-7.901180468616584
aesplocgd,1e-8,4862580,-7.998316550834695
aesplocgd,1e-8,6196212,-8.148494512835947
aesplocgd,1e-8,7790616,-8.3196960395576
aesplocgd,1e-8,9564152,-8.503766756419132
aesplocgd,1e-8,11424110,-8.667814028213556
aesplocgd,1e-8,13316815,-8.801568823607207
aesplocgd,1e-8,15263636,-8.95373169669565
aesplocgd,1e-8,17236303,-9.13287396612261
aesplocgd,1e-8,19208668,-9.325283216508195
aesplocgd,1e-8,21180354,-9.520622168394436
aesplocgd,1e-8,23180043,-9.712781687149747
aesplocgd,1e-8,25178569,-9.921987371637565
locgd,1e-8,1,-1.2950033898639888
locgd,1e-8,3,-1.4912931698463163
locgd,1e-8,90,-2.2689623953499307
locgd,1e-8,1234,-2.572806255590254
locgd,1e-8,61331,-3.1567714973697734
locgd,1e-8,352277,-3.651567705273106
locgd,1e-8,984757,-4.142264999162362
locgd,1e-8,1911200,-4.728804926391589
locgd,1e-8,3121561,-5.152400338587389
locgd,1e-8,4513120,-5.804855802132228
locgd,1e-8,6016103,-6.166118382327337
locgd,1e-8,7569236,-6.87973239065429
locgd,1e-8,9116243,-7.172628824914546
locgd,1e-8,10630516,-7.953235769113954
locgd,1e-8,12099077,-8.163100034795539
locgd,1e-8,13518775,-8.416577612328677
locgd,1e-8,14869745,-8.547460804017376
locgd,1e-8,16093789,-8.740022016720221
locgd,1e-8,17273781,-8.740022016720221
locgd,1e-8,18260728,-9.050467475841385
locgd,1e-8,19127071,-9.050467475841385
locgd,1e-8,19808662,-9.238341501089279
locgd,1e-8,20396243,-9.321718135797722
locgd,1e-8,20816626,-9.321718135797722
locgd,1e-8,21173498,-9.321718135797722
locgd,1e-8,21487536,-9.321718135797722
locgd,1e-8,21740709,-9.321718135797722
locgd,1e-8,21938690,-9.522579693919065
locgd,1e-8,22085496,-9.522579693919065
locgd,1e-8,22186093,-9.522579693919065
locgd,1e-8,22263400,-9.522579693919065
locgd,1e-8,22317934,-9.522579693919065
locgd,1e-8,22354682,-9.522579693919065
locgd,1e-8,22386972,-9.522579693919065
locgd,1e-8,22411369,-9.522579693919065
locgd,1e-8,22429723,-9.522579693919065
locgd,1e-8,22443850,-9.522579693919065
locgd,1e-8,22452681,-9.522579693919065
locgd,1e-8,22457728,-9.522579693919065
locgd,1e-8,22461555,-9.522579693919065
locgd,1e-8,22464902,-9.522579693919065
locgd,1e-8,22467617,-9.522579693919065
locgd,1e-8,22469211,-9.522579693919065
locgd,1e-8,22470316,-9.522579693919065
locgd,1e-8,22471100,-9.522579693919065
locgd,1e-8,22471840,-9.522579693919065
locgd,1e-8,22472322,-9.522579693919065
locgd,1e-8,22472700,-9.522579693919065
locgd,1e-8,22473117,-9.522579693919065
locgd,1e-8,22473426,-9.522579693919065
locgd,1e-8,22473704,-9.522579693919065
locgd,1e-8,22473950,-9.522579693919065
locgd,1e-8,22474093,-9.522579693919065
locgd,1e-8,22474201,-9.522579693919065
locgd,1e-8,22474249,-9.522579693919065
locgd,1e-8,22474252,-9.522579693919065
locgd,1e-8,22474258,-9.522579693919065
appr,1e-8,1,-1.2950033898639888
appr,1e-8,4,-1.4912931698463163
appr,1e-8,93,-1.7143463148664646
appr,1e-8,1324,-1.7143463148664646
appr,1e-8,37135,-2.0026866763982194
appr,1e-8,139034,-2.0026866763982194
appr,1e-8,319981,-2.3140061412352653
appr,1e-8,601339,-2.6338633551094586
appr,1e-8,1001683,-2.956916689668968
appr,1e-8,1542563,-3.281133731463366
appr,1e-8,2256371,-3.6057353874669604
appr,1e-8,3109304,-3.9304242650667978
appr,1e-8,4139998,-4.255088704964774
appr,1e-8,5316440,-4.579688328293463
appr,1e-8,6629877,-4.904209674415973
appr,1e-8,8046319,-5.027646404358011
appr,1e-8,9542630,-5.228649024146364
appr,1e-8,11114055,-5.553005777980812
appr,1e-8,12688882,-5.877279926038316
appr,1e-8,14291682,-6.201471095389965
appr,1e-8,15899036,-6.525578196743901
appr,1e-8,17476449,-6.84923592829006
appr,1e-8,19020908,-7.15320369684743
appr,1e-8,20516217,-7.456662856361099
appr,1e-8,21958179,-7.759417974590655
appr,1e-8,23334035,-8.061277907738445
appr,1e-8,24663109,-8.362052274339616
appr,1e-8,25905188,-8.649562059635361
appr,1e-8,27059138,-8.771062032676761
appr,1e-8,28144089,-8.771062032676761
appr,1e-8,29120640,-8.89712880878313
appr,1e-8,30015287,-8.89712880878313
appr,1e-8,30829349,-9.026133326818892
appr,1e-8,31542684,-9.026133326818892
appr,1e-8,32178970,-9.026133326818892
appr,1e-8,32735547,-9.118777502179986
appr,1e-8,33209903,-9.160405833778878
appr,1e-8,33613437,-9.160405833778878
appr,1e-8,33961213,-9.160405833778878
appr,1e-8,34255523,-9.160405833778878
appr,1e-8,34498058,-9.160405833778878
appr,1e-8,34700613,-9.160405833778878
appr,1e-8,34876862,-9.160405833778878
appr,1e-8,35021292,-9.252824488625416
appr,1e-8,35132687,-9.252824488625416
appr,1e-8,35222212,-9.252824488625416
appr,1e-8,35291789,-9.252824488625416
appr,1e-8,35340388,-9.252824488625416
appr,1e-8,35376955,-9.252824488625416
appr,1e-8,35407038,-9.252824488625416
appr,1e-8,35430819,-9.252824488625416
appr,1e-8,35445610,-9.252824488625416
appr,1e-8,35454429,-9.252824488625416
appr,1e-8,35460479,-9.252824488625416
appr,1e-8,35465711,-9.252824488625416
appr,1e-8,35469293,-9.252824488625416
appr,1e-8,35472559,-9.252824488625416
appr,1e-8,35475025,-9.252824488625416
appr,1e-8,35476743,-9.252824488625416
appr,1e-8,35478461,-9.252824488625416
appr,1e-8,35479641,-9.252824488625416
appr,1e-8,35480072,-9.252824488625416
appr,1e-8,35480264,-9.252824488625416
appr,1e-8,35480334,-9.252824488625416
appr,1e-8,35480356,-9.252824488625416
appr,1e-8,35480357,-9.252824488625416
appr,1e-8,35480359,-9.252824488625416
appr,1e-8,35480360,-9.252824488625416
appropt,1e-8,1,-1.2950033898639888
appropt,1e-8,3,-1.4912931698463163
appropt,1e-8,90,-2.2689623953499307
appropt,1e-8,1234,-2.572806255590254
appropt,1e-8,61114,-3.1567714973697734
appropt,1e-8,660738,-3.651567705273107
appropt,1e-8,2210290,-4.545385582049164
appropt,1e-8,4057540,-5.622503989176404
appropt,1e-8,6042411,-6.698239732136307
appropt,1e-8,8067002,-7.772549504717253
appropt,1e-8,10098278,-8.427985280072058
appropt,1e-8,12100968,-8.727852538673305
appropt,1e-8,14065680,-9.02667575757477
appropt,1e-8,15950796,-9.358804455414976
appropt,1e-8,17732481,-9.698642235930686
appropt,1e-8,19358837,-10.000549889114652
appropt,1e-8,20846077,-10.266341108225097
appropt,1e-8,22180984,-10.53749837148997
appropt,1e-8,23350828,-10.764974062274161
appropt,1e-8,24323724,-10.959890411306006
appropt,1e-8,25122066,-11.09978847838224
appropt,1e-8,25775049,-11.1191820790235
appropt,1e-8,26273862,-11.255713000422475
appropt,1e-8,26669841,-11.355931911619116
appropt,1e-8,26930651,-11.428024355922672
appropt,1e-8,27166599,-11.428024355922672
appropt,1e-8,27288523,-11.482098741329846
appropt,1e-8,27426802,-11.482098741329846
appropt,1e-8,27480640,-11.520224536311986
appropt,1e-8,27526528,-11.520224536311986
appropt,1e-8,27573402,-11.520224536311986
appropt,1e-8,27590730,-11.545027265172743
appropt,1e-8,27615950,-11.545027265172743
appropt,1e-8,27623580,-11.545027265172743
appropt,1e-8,27629716,-11.545027265172743
appropt,1e-8,27633136,-11.545027265172743
appropt,1e-8,27635497,-11.545027265172743
appropt,1e-8,27637576,-11.545027265172743
appropt,1e-8,27638074,-11.545027265172743
appropt,1e-8,27638134,-11.545027265172743
aespappr,1e-9,1,-1.4912931698463163
aespappr,1e-9,2,-1.4912931698463163
aespappr,1e-9,5,-1.7507649289185856
aespappr,1e-9,7,-2.157378786034406
aespappr,1e-9,8,-2.2689623953499307
aespappr,1e-9,11,-2.2689623953499307
aespappr,1e-9,14,-2.2689623953499307
aespappr,1e-9,15,-2.2689623953499307
aespappr,1e-9,18,-2.2689623953499307
aespappr,1e-9,21,-2.2689623953499307
aespappr,1e-9,24,-2.2689623953499307
aespappr,1e-9,27,-2.2689623953499307
aespappr,1e-9,116,-2.7062310199341058
aespappr,1e-9,119,-3.026761391226805
aespappr,1e-9,121,-3.2361612876573687
aespappr,1e-9,130,-3.359990158033834
aespappr,1e-9,225,-3.746632995114336
aespappr,1e-9,311,-4.015840539195172
aespappr,1e-9,377,-4.183624346732304
aespappr,1e-9,637,-4.5214866749502285
aespappr,1e-9,865,-4.745848143568863
aespappr,1e-9,1211,-4.880250386178106
aespappr,1e-9,1708,-5.196944236166525
aespappr,1e-9,2037,-5.403096886043946
aespappr,1e-9,2924,-5.739469186996921
aespappr,1e-9,3795,-6.14338865566872
aespappr,1e-9,5013,-6.146178585904681
aespappr,1e-9,6767,-6.146178585904681
aespappr,1e-9,9383,-6.171478370193973
aespappr,1e-9,12844,-6.171478370193973
aespappr,1e-9,17631,-6.171478370193973
aespappr,1e-9,25152,-6.2407011649365876
aespappr,1e-9,36686,-6.528233178201944
aespappr,1e-9,48356,-6.637998267637314
aespappr,1e-9,65507,-6.637998267637314
aespappr,1e-9,89334,-6.637998267637314
aespappr,1e-9,122501,-6.637998267637314
aespappr,1e-9,162751,-6.637998267637314
aespappr,1e-9,210733,-6.637998267637314
aespappr,1e-9,285826,-6.9337497390387774
aespappr,1e-9,365469,-6.994307901448971
aespappr,1e-9,463839,-6.994307901448971
aespappr,1e-9,590317,-6.994307901448971
aespappr,1e-9,749163,-6.994307901448971
aespappr,1e-9,934231,-6.994307901448971
aespappr,1e-9,1189025,-7.224253040804932
aespappr,1e-9,1502247,-7.362671190897884
aespappr,1e-9,1855625,-7.439798311260061
aespappr,1e-9,2337358,-7.625899395875793
aespappr,1e-9,2949623,-7.733787556166756
aespappr,1e-9,3727352,-7.7924358097493736
aespappr,1e-9,4711960,-7.942401445025659
aespappr,1e-9,6017017,-8.120229417275274
aespappr,1e-9,7522012,-8.31858628994185
aespappr,1e-9,9224002,-8.523415368727797
aespappr,1e-9,10936431,-8.644067356855748
aespappr,1e-9,12686689,-8.80524354319599
aespappr,1e-9,14370358,-8.992937770782776
aespappr,1e-9,16057427,-9.191370763448099
aespappr,1e-9,17714622,-9.40413981903622
aespappr,1e-9,19372492,-9.621041660018335
aespappr,1e-9,21108056,-9.750138420657903
aespappr,1e-9,22931705,-9.916269428667825
aespappr,1e-9,24707254,-10.104404935598152
aespappr,1e-9,26506051,-10.2987074619888
aespappr,1e-9,28266748,-10.508721767045243
aespappr,1e-9,30029680,-10.712842363297954
aespappr,1e-9,31831350,-10.849064063965931
aespappr,1e-9,33624307,-11.0107332481327
aespappr,1e-9,35441718,-11.19058421649504
aespappr,1e-9,37234217,-11.394005984399639
aespappr,1e-9,38997952,-11.607092988845297
aespappr,1e-9,40801709,-11.733502552798546
aespappr,1e-9,42613565,-11.89791466042464
aesplocgd,1e-9,1,-1.4912931698463163
aesplocgd,1e-9,2,-1.4912931698463163
aesplocgd,1e-9,5,-1.7507649289185856
aesplocgd,1e-9,7,-2.157378786034406
aesplocgd,1e-9,8,-2.2689623953499307
aesplocgd,1e-9,11,-2.2689623953499307
aesplocgd,1e-9,14,-2.2689623953499307
aesplocgd,1e-9,15,-2.2689623953499307
aesplocgd,1e-9,18,-2.2689623953499307
aesplocgd,1e-9,21,-2.2689623953499307
aesplocgd,1e-9,24,-2.2689623953499307
aesplocgd,1e-9,27,-2.2689623953499307
aesplocgd,1e-9,28,-2.2689623953499307
aesplocgd,1e-9,116,-2.7096934590084203
aesplocgd,1e-9,117,-3.033930781326967
aesplocgd,1e-9,120,-3.2464902169813596
aesplocgd,1e-9,127,-3.3725295304541096
aesplocgd,1e-9,223,-3.7530128472318407
aesplocgd,1e-9,308,-4.016322037504919
aesplocgd,1e-9,374,-4.179564160270513
aesplocgd,1e-9,637,-4.51516535491535
aesplocgd,1e-9,863,-4.7375473663863925
aesplocgd,1e-9,1220,-4.8705351568284305
aesplocgd,1e-9,1708,-5.173544638098297
aesplocgd,1e-9,2152,-5.5683602599248125
aesplocgd,1e-9,2977,-5.845505063643148
aesplocgd,1e-9,3668,-6.019476026934026
aesplocgd,1e-9,4961,-6.146178585904681
aesplocgd,1e-9,6887,-6.146178585904681
aesplocgd,1e-9,9555,-6.171478370193973
aesplocgd,1e-9,13242,-6.171478370193973
aesplocgd,1e-9,18090,-6.171478370193973
aesplocgd,1e-9,25374,-6.2407011649365876
aesplocgd,1e-9,37054,-6.526909554454501
aesplocgd,1e-9,49351,-6.637998267637314
aesplocgd,1e-9,66776,-6.637998267637314
aesplocgd,1e-9,90759,-6.637998267637314
aesplocgd,1e-9,124819,-6.637998267637314
aesplocgd,1e-9,166108,-6.637998267637314
aesplocgd,1e-9,218223,-6.637998267637314
aesplocgd,1e-9,292440,-6.9300308937738775
aesplocgd,1e-9,374874,-6.994307901448971
aesplocgd,1e-9,479089,-6.994307901448971
aesplocgd,1e-9,611193,-6.994307901448971
aesplocgd,1e-9,770074,-6.994307901448971
aesplocgd,1e-9,960420,-6.994307901448971
aesplocgd,1e-9,1223305,-7.223740460784448
aesplocgd,1e-9,1544629,-7.361788341226789
aesplocgd,1e-9,1912131,-7.438685863650578
aesplocgd,1e-9,2409746,-7.623977988881554
aesplocgd,1e-9,3041668,-7.731323797227783
aesplocgd,1e-9,3861811,-7.901180468616584
aesplocgd,1e-9,4862580,-7.998316550834695
aesplocgd,1e-9,6196212,-8.148494512835947
aesplocgd,1e-9,7790616,-8.3196960395576
aesplocgd,1e-9,9564152,-8.503766756419132
aesplocgd,1e-9,11424110,-8.667814028213556
aesplocgd,1e-9,13316815,-8.801568823607207
aesplocgd,1e-9,15263636,-8.95373169669565
aesplocgd,1e-9,17236303,-9.13287396612261
aesplocgd,1e-9,19208668,-9.325283216508195
aesplocgd,1e-9,21180354,-9.520622168394436
aesplocgd,1e-9,23180043,-9.712781687149747
aesplocgd,1e-9,25178569,-9.921987371637565
aesplocgd,1e-9,27206947,-10.131374522828386
aesplocgd,1e-9,29146409,-10.325911548756588
aesplocgd,1e-9,31035845,-10.466012979317641
aesplocgd,1e-9,32877070,-10.631329575545697
aesplocgd,1e-9,34702679,-10.815236202649528
aesplocgd,1e-9,36578655,-11.02085101453019
aesplocgd,1e-9,38572133,-11.211476587393577
aesplocgd,1e-9,40571393,-11.356991176384618
aesplocgd,1e-9,42526396,-11.520098212745381
aesplocgd,1e-9,44524321,-11.703516650061983
aesplocgd,1e-9,46454751,-11.894266582644857
aesplocgd,1e-9,48419706,-12.102562434383847
locgd,1e-9,1,-1.2950033898639888
locgd,1e-9,3,-1.4912931698463163
locgd,1e-9,90,-2.2689623953499307
locgd,1e-9,1234,-2.572806255590254
locgd,1e-9,61331,-3.1567714973697734
locgd,1e-9,720888,-3.651567705273106
locgd,1e-9,2263673,-4.142264999162362
locgd,1e-9,4226800,-4.728804926391589
locgd,1e-9,6311352,-5.152400373305678
locgd,1e-9,8474383,-5.804855802766494
locgd,1e-9,10679562,-6.166119086170817
locgd,1e-9,12907412,-6.8797324049454724
locgd,1e-9,15150089,-7.1726337160152065
locgd,1e-9,17402882,-7.953235884679314
locgd,1e-9,19662515,-8.163121333071349
locgd,1e-9,21925378,-8.477199653541748
locgd,1e-9,24189861,-8.650913133725103
locgd,1e-9,26453971,-8.833864951990407
locgd,1e-9,28715840,-9.01380277291515
locgd,1e-9,30969057,-9.199229472176858
locgd,1e-9,33210488,-9.383441319580568
locgd,1e-9,35438785,-9.57100428114421
locgd,1e-9,37640854,-9.75828811124194
locgd,1e-9,39831824,-9.94770934072125
locgd,1e-9,41999119,-10.137309606337817
locgd,1e-9,44153424,-10.328341523502749
locgd,1e-9,46277283,-10.519756711264426
locgd,1e-9,48364590,-10.712190278421449
locgd,1e-9,50403221,-10.904998533782633
locgd,1e-9,51657021,-11.098461934735196
locgd,1e-9,52867576,-11.236653859855274
locgd,1e-9,53892051,-11.291280395509867
locgd,1e-9,54575845,-11.494767415742238
locgd,1e-9,55340716,-11.494767415742238
locgd,1e-9,55800904,-11.529704758532946
locgd,1e-9,56278563,-11.529704758532946
locgd,1e-9,56623138,-11.774649784157761
locgd,1e-9,56803039,-11.774649784157761
locgd,1e-9,56949369,-11.774649784157761
locgd,1e-9,57069613,-11.774649784157761
locgd,1e-9,57134320,-11.774649784157761
locgd,1e-9,57172941,-11.774649784157761
locgd,1e-9,57205945,-11.774649784157761
locgd,1e-9,57233491,-11.774649784157761
locgd,1e-9,57252599,-11.774649784157761
locgd,1e-9,57266150,-11.774649784157761
locgd,1e-9,57276795,-11.774649784157761
locgd,1e-9,57285016,-11.774649784157761
locgd,1e-9,57292544,-11.774649784157761
locgd,1e-9,57299474,-11.774649784157761
locgd,1e-9,57304996,-11.774649784157761
locgd,1e-9,57309860,-11.774649784157761
locgd,1e-9,57313272,-11.774649784157761
locgd,1e-9,57315976,-11.774649784157761
locgd,1e-9,57318553,-11.774649784157761
locgd,1e-9,57320817,-11.774649784157761
locgd,1e-9,57322485,-11.774649784157761
locgd,1e-9,57323873,-11.774649784157761
locgd,1e-9,57325223,-11.774649784157761
locgd,1e-9,57326211,-11.774649784157761
locgd,1e-9,57326921,-11.774649784157761
locgd,1e-9,57327445,-11.774649784157761
locgd,1e-9,57327761,-11.774649784157761
locgd,1e-9,57328269,-11.774649784157761
locgd,1e-9,57328771,-11.774649784157761
locgd,1e-9,57329170,-11.774649784157761
locgd,1e-9,57329393,-11.774649784157761
locgd,1e-9,57329577,-11.774649784157761
locgd,1e-9,57329694,-11.774649784157761
locgd,1e-9,57329801,-11.774649784157761
locgd,1e-9,57329917,-11.774649784157761
locgd,1e-9,57329949,-11.774649784157761
locgd,1e-9,57329982,-11.774649784157761
locgd,1e-9,57329994,-11.774649784157761
locgd,1e-9,57329999,-11.774649784157761
appr,1e-9,1,-1.2950033898639888
appr,1e-9,4,-1.4912931698463163
appr,1e-9,93,-1.7143463148664646
appr,1e-9,1324,-1.7143463148664646
appr,1e-9,61755,-2.0026866763982194
appr,1e-9,308578,-2.0026866763982194
appr,1e-9,810446,-2.3140061412352653
appr,1e-9,1730366,-2.6338633551116355
appr,1e-9,3110775,-2.9569166896674215
appr,1e-9,4846918,-3.281133731416702
appr,1e-9,6778468,-3.6057353873019027
appr,1e-9,8792614,-3.9304242647260117
appr,1e-9,10859421,-4.25508870451149
appr,1e-9,12973394,-4.5796883280817475
appr,1e-9,15124756,-4.90420967534661
appr,1e-9,17307556,-5.027646910243506
appr,1e-9,19513087,-5.228649028033714
appr,1e-9,21734527,-5.553005788049621
appr,1e-9,23968008,-5.877279947600833
appr,1e-9,26211554,-6.2014711367640105
appr,1e-9,28461308,-6.525578270476908
appr,1e-9,30717088,-6.849249375949224
appr,1e-9,32975723,-7.153223521681721
appr,1e-9,35236397,-7.456691510594729
appr,1e-9,37499069,-7.759458777351606
appr,1e-9,39761821,-8.061335353083368
appr,1e-9,42024710,-8.362132697032068
appr,1e-9,44285173,-8.661661323881601
appr,1e-9,46544348,-8.959729099397485
appr,1e-9,48797924,-9.134436176230347
appr,1e-9,51047387,-9.260256578632491
appr,1e-9,53289617,-9.386922714088112
appr,1e-9,55522564,-9.514360119251082
appr,1e-9,57747778,-9.64250367662889
appr,1e-9,59959833,-9.771296045348624
appr,1e-9,62161836,-9.900684245152453
appr,1e-9,64351772,-10.030623518684347
appr,1e-9,66526814,-10.161069341093704
appr,1e-9,68687956,-10.291988506786616
appr,1e-9,70824309,-10.423322067000324
appr,1e-9,72903715,-10.554888568659612
appr,1e-9,74861431,-10.68483532847371
appr,1e-9,76683689,-10.810135486643652
appr,1e-9,78359817,-10.935022658426572
appr,1e-9,79879794,-10.935022658426572
appr,1e-9,81246758,-11.064072843682197
appr,1e-9,82470611,-11.197916047858508
appr,1e-9,83567546,-11.197916047858508
appr,1e-9,84517489,-11.335193431019434
appr,1e-9,85325797,-11.335193431019434
appr,1e-9,86027645,-11.335193431019434
appr,1e-9,86622472,-11.43697788078939
appr,1e-9,87113733,-11.472012439395936
appr,1e-9,87505902,-11.472012439395936
appr,1e-9,87824508,-11.472012439395936
appr,1e-9,88071213,-11.472012439395936
appr,1e-9,88258796,-11.472012439395936
